hebrew,hebrew_alt,english,transliteration,skill,page
מהירות,מהירויות,"Speed, Velocity",m'hirut m'hiruyot,Science,70
דגימה,דגימות,"Sample, Specimen; Sampling",d'gimah d'gimot,Science,70
מהדורה,מהדורות,"Edition, Issue",mahadurah mahadurot,Science,70
הפצה,הפצות,Distribution,hafatzah hafatzot,Science,70
מסה,מסות,Mass,masah masot,Science,70
הגדרה,הגדרות,Definition,hag'darah hag'darot,Science,70
מעבדה,,Lab(oratory),ma'badah,Science,70
נוסחה,נוסחות,"Formula, Equation",nus'khah nus'khot,Science,70
איכות,איכויות,Quality,eikhut eikhuyot,Science,70
גנטיקה,,Genetics,genetikah,Science,70
גיאוגרפיה,,Geography,ge'og'raf'yah,Science,70
ביולוגיה,,Biology,biyolog'yah,Science,70
כימיה,,Chemistry,khim'yah,Science,70
פיזיקה,,Physics,fizikah,Science,70
פילוסופיה,,Philosophy,filosof'yah,Science,70
חקירה,חקירות,Investigation,khakirah khakirot,Science,70
תגלית,תגליות,Discovery,tag'lit tag'liyot,Science,70
סיבה,סיבות,"Reason, Motive",sibah sibot,Science,70
תאוריה,תיאוריות,Theory,te'or'yah te'or'yot,Science,70
עובדה,עובדות,Fact,uv'dah uv'dot,Science,70
חשמלי,,Electric (m.s),khash'mali,Science,70
להגביר,,To Increase (Hifil),l'hag'bir,Science,70
להנמיך,,To Decrease (Hifil),l'han'mikh,Science,70
כינור,כינורות,Violin,kinor kinorot,Music,71
זמר,זמרים,Singer,zamar zamarim,Music,71
שיר,שירים,Song; Poem,shir shirim,Music,71
חליל,חלילים,Flute,khalil khalilim,Music,71
כלי-נגינה,,Instrument,k'li n'ginah,Music,71
תוף,תופים,Drum,tof tupim,Music,71
פסנתר,פסנתרים,Piano,p'san'ter p'san'terim,Music,71
סינתיסייזר,סינתיסייזרים,Synthesizer,sin't'sai'zer sin't'sai'zerim,Music,71
נבל,נבלים,Harp,nevel n'valim,Music,71
ז'אנר,ז'אנרים,Genre,janer janerim,Music,71
קונצרט,קונצרטים,Concert,kon'tzer't kon'tzer'tim,Music,71
נגן,נגנים,(Musician) Player,nagan naganim,Music,71
מלחין,מלחינים,Composer,mal'khin mal'khinim,Music,71
פזמון,פזמונות,Chorus,piz'mon piz'monot,Music,71
בית,בתים,Stanza,bayit batim,Music,71
גיטריסט,גיטריסטים,Guitarist,gitarist gitaristim,Music,71
אקורד,אקורדים,Chord,akor'd akor'dim,Music,71
מתופף,מתופפים,Drummer,m'tofef m'tof'fim,Music,71
כנר,כּנרים,Violinist,kanar kanarim,Music,71
מיקרופון,מיקרופונים,Microphone,mik'rofon mik'rofonim,Music,71
רמקול,רמקולים,Speaker,ram'kol ram'kolim,Music,71
הד,הדים,Echo,hed hedim,Music,71
מנצח,מנצחים,Conductor,m'natzeakh m'natz'khim,Music,71
סולם,סולמות,Scale,sulam sulamot,Music,71
ים-תיכוני,,Oriental,yam-tikhoni,Music,71
צליל,צלילים,"Tone, Sound",tz'lil tzililim,Music,71
להקה,להקות,Band,lahakah l'hakot,Music,71
גיטרה,גיטרות,Guitar,gitarah git'rot,Music,71
מוזיקה,,Music,muzikah,Music,71
הופעה,הופעות,Show,hofa'ah hofa'ot,Music,71
יצירה,יצירות,"Creation, Musical Piece",y'tzirah y'tzirot,Music,71
חצוצרה,חצוצרות,Trumpet,khatzotz'rah khatzotz'rot,Music,71
מנגינה,מנגינות,"Tune, Melody",man'ginah man'ginot,Music,71
מפוחית,מפוחיות,Harmonica,mapukhit mapukhitim,Music,71
לנגן,)ב-(,To Play Music (Instrument) (b-) (Piel),l'nagen (b-),Music,71
להלחין,,To Compose (Hifil),l'hal'khin,Music,71
לכוון,,To Tune (Instrument) (Piel),l'khaven,Music,71
כדור,כדורים,Ball,kadur kadurim,Sports,71
ספורט,ספורטים,Sport,s'por't s'por'tim,Sports,71
שחקן,שחקנים,Player,sakh'kan sakh'kanim,Sports,71
משחק,משחקים,Game,mis'khak mish'khakim,Sports,71
כדורגל,,Soccer,kaduregel,Sports,71
כדורסל,,Basketball,kadur'sal,Sports,71
שער,שערים,"Goal, Gate",sha'ar sh'arim,Sports,71
איצטדיון,איצטדיונים,Stadium,itz'tad'yon itz'tad'yonim,Sports,71
תיקו,תיקואים,"Draw, Tie",teiku tiko'im,Sports,71
מאמן,מאמנים,"Coach, Trainer",m'amen m'amim,Sports,71
מחבט,מחבטים,"Racket, Bat",makh'bet makh'b'tim,Sports,72
כדורעף,,Volleyball,kadur'af,Sports,72
אלוף,אלופים,Champion,aluf alufim,Sports,72
שלושער,שלושערים,Hat Trick,sh'losha'ar sh'losha'arim,Sports,72
מרתון,מרתונים,Marathon,maraton maratonim,Sports,72
מכון כושר,מכוני כושר,Gym,m'khon kosher m'khonei kosher,Sports,72
צעד,צעדים,Step,tza'ad tz'adim,Sports,72
מגרש,מגרשים,"Field, Court, Pitch",mig'rash mig'rashim,Sports,72
פנדל,פנדלים,Penalty Kick,pen'del pen'delim,Sports,72
אוהד,אוהדים,"Fan, Supporter",ohed ohadim,Sports,72
חלוץ,חלוצים,"Striker, Forward",khalutz khalutzim,Sports,72
קשר,קשרים,Midfielder,kashar khasharim,Sports,72
בלם,בלמים,Defender,balam balamim,Sports,72
שוער,שוערים,Goalkeeper,sho'er sho'arim,Sports,72
גביע,,"Trophy, Cup",gavi'a,Sports,72
אתלט,אתלטים,Athlete,at'let at'letim,Sports,72
כושר,,Fitness,kosher,Sports,72
טניס,,Tennis,tenis,Sports,72
תחרות,תחרויות,Competition,takharut takharuyot,Sports,72
קבוצה,קבוצות,Team,k'vutzah k'vutzot,Sports,72
נקודה,נקודות,Point,n'kudah n'kudot,Sports,72
אליפות,אליפויות,Championship,alifut alifuyot,Sports,72
מדליה,מדליות,Medal,medal'yah medal'yot,Sports,72
בעיטה,בעיטות,Kick,b'itah b'itot,Sports,72
עמדה,עמדות,Position,em'dah amadot,Sports,72
התקפה,התקפות,Offence,hat'kafah hat'kafot,Sports,72
ליגה,ליגות,League,ligah ligot,Sports,72
שחייה,שחיות,Swim,s'khiyah s'khiyot,Sports,72
אולימפיאדה,,Olympics,olim'p'ya'dah,Sports,72
הארכה,,Overtime,ha'arakhah,Sports,72
מחצית,מחציות,Half,makhatzit makhatziyot,Sports,72
להבקיע,,To Score (Hifil),l'hav'ki'a,Sports,72
ביטחון,,"Security, Safety",bitakhon,Politics,72
מס,מיסים,"Tax, Fee",mas misim,Politics,72
נשיא,נשיאים,"President, Leader, Chairman",nasi n'si'im,Politics,72
חוק,חוקים,"Law, Decree, Rule",khok khukim,Politics,72
שלום,שלומות,Peace,shalom sh'lomot,Politics,72
צבא,צבאות,"Army, Host, Legion",tzava tz'va'ot,Politics,72
פשע,פשעים,Crime,pesha p'shamim,Politics,72
מנהיג,מנהיגים,"Leader, Chief",man'hig man'higim,Politics,72
חופש,חופשים,"Freedom, Liberty",khofesh khofashim,Politics,72
מעצר,מעצרים,"Arrest, Detention",ma'atzar ma'atzarim,Politics,72
קמפיין,קמפיינים,Campaign,kam'pei'n kam'pei'nim,Politics,72
קונגרס,קונגרסים,Congress,kon'g'res kon'g'resim,Politics,72
נאום,נאומים,"Speech, Address",n'um n'umim,Politics,72
עימות,עימותים,"Confrontation, Debate",imut imutim,Politics,72
מועמד,מועמדים,"Candidate, Nominee",mo'omad mo'omadim,Politics,72
פרלמנט,פרלמנטים,Parliament,par'lamen't par'lamentim,Politics,72
שוחד,שחדים,Bribe(ry),shokhad sh'khadim,Politics,72
מושל,מושלים,Governor,moshel mosh'lim,Politics,72
חבר-כנסת,,MK (Member of Knesset),khaver k'neset,Politics,73
איום,איומים,"Threat, Menace",iyum iyumim,Politics,73
ראש-עיר,ראשי-עיר,Mayor,rosh ir rashi ir,Politics,73
עושר,,"Wealth, Abundance",osher,Politics,73
שר,שרים,Minister,sar sarim,Politics,73
משרד-האוצר,,Minstry of Finance,mis'rad ha-otzar,Politics,73
משרד-הביטחון,,Ministry of Defence,mis'rad ha-bitakhon,Politics,73
משרד-המשפטים,,Ministry of Justice,mis'rad ha-mish'patim,Politics,73
משרד-הפנים,,Ministry of Interior,mis'rad ha-p'nim,Politics,73
משרד-החוץ,,Ministry of Foreign Affairs,mis'rad ha-khutz,Politics,73
ממשלה,ממשלות,Government,mem'shalah mem'shalot,Politics,73
מלחמה,מלחמות,War,mil'khamah mil'khamot,Politics,73
זכות,זכויות,(Legal) Right,z'khut z'khuyot,Politics,73
בטיחות,,Safety,b'tikhut,Politics,73
המלצה,המלצות,Recommendation,ham'latzah ham'latzot,Politics,73
כלכלה,כלכלות,Economy,kal'kalah kal'kalot,Politics,73
עירייה,עיריות,Municipality,iriyah iriyot,Politics,73
מדיניות,מדיניויות,Policy,m'diniyut m'diniyuyot,Politics,73
בְּ חִי רָה,בחירות,Elections,b'khirah b'khirot,Politics,73
אסטרטגיה,אסטרטגיות,Strategy,as't'rateg'yah es't'rategiyot,Politics,73
אלימות,,Violence,alimut,Politics,73
שחיתות,שחיתויות,Corruption,sh'khitut sh'khituyot,Politics,73
הכנסת,,The Knesset,ha-k'neset,Politics,73
שביתה,שביתות,(Worker's) Strike,sh'vitah sh'vitot,Politics,73
אשמה,אשמות,Guilt,ash'mah ashamot,Politics,73
מפלגה,מפלגות,(Political) Party,mif'lagah mif'lagot,Politics,73
כלבלב,כלבלבים,Puppy,k'lav'lav k'lav'labim,Diminutive,73
חתלתול,חתלתולים,Kitten,khatul'tul khatal'tulim,Diminutive,73
חזרזיר,חזרזירים,Piglet,khazar'zir,Diminutive,73
ילדון,,"Little Boy, Small Child (m)",yal'don,Diminutive,73
דובון,דובונים,Teddy Bear,dubon dubonim,Diminutive,73
פילון,פילים,Young Elephant,pilon pilonim,Diminutive,73
ספרון,ספרונים,Booklet,sif'ron sif'ronim,Diminutive,73
מחשבון,מחשבונים,Calculator,makh'sh'von makh'sh'vonim,Diminutive,73
מגבון,מגבונים,Towelette,mag'von mag'vonim,Diminutive,73
צלוחית,צלוחיות,Saucer,tz'lokhit tz'lokhiyot,Diminutive,73
מלונית,מלוניות,"Motel, Inn",m'lonit m'lonuyot,Diminutive,73
שקית,שקיות,Small Bag,sakit sakiyot,Diminutive,73
גחלילית,גחליליות,Firefly,gakh'lilit gakh'liliyot,Diminutive,73
ידית,,Handle,yadit,Diminutive,73
קשית,קשיות,Straw,kashit kashiyot,Diminutive,73
ילדונת,,"Little Girl, Small Child (f)",yal'donet,Diminutive,73
קטנטן,,Tiny (m.s),k'tan'tan,Diminutive,73
אדמדמה,,Reddish (f.s),adam'damah,Diminutive,73
ירקרק,,Greenish (m.s),y'rak'rak,Diminutive,73
כחלחל,,Blueish (m.s),k'khal'khal,Diminutive,73
צהבהב,,Yellowish (m.s),tz'hav'hav,Diminutive,73
ארמון,ארמונות,Palace,ar'mon ar'monot,Legends,74
דרקון,דרקונים,Dragon,d'rakon d'ragonim,Legends,74
נסיך,נסיכים,Prince,nasikh n'sikhim,Legends,74
חץ,חיצים,"Arrow, Dart",khetz khitzim,Legends,74
מגן,מגינים,Shield,magen maginim,Legends,74
משתה,משתאות,"Feast, Banquet",mish'teh mish'ta'ot,Legends,74
אביר,אבירים,Knight; Nobleman,abir abirim,Legends,74
שיריון,שיריונים,Armour,shir'yon shiryunim,Legends,74
לוחם,לוחמים,Warrior,lokhem lokhemim,Legends,74
שיקוי,שיקויים,Potion,shikuy shikuyim,Legends,74
כישוף,כישופים,"Spell, Witchraft",kishuf kishufim,Legends,74
קסם,קסמים,Magic,kesem k'samim,Legends,74
קוסם,קוסמים,Magician,kosem kos'mim,Legends,74
שרביט,שרביטים,Wand; Sceptre,sharvit shar'vitim,Legends,74
מכשף,מכשפים,Wizard,m'khashef m'khash'fim,Legends,74
משרת,משרתים,Servant,m'sharet m'shar'tim,Legends,74
גיבור,גיבורים,Hero; Protagonist,gibor giborim,Legends,74
ערפד,ערפדים,Vampire,ar'pad ar'padim,Legends,74
זומבי,זומ בִים,Zombie,zom'bi zom'bim,Legends,74
איש-זאב,אנשי-זאב,Werewolf,ish z'ev an'shei z'ev,Legends,74
גולם,גלמים,Golem,golem g'lamim,Legends,74
גיבור-על,גיבורי-על,Superhero,gibor-al giborei-al,Legends,74
יצור,יצורים,Creature,y'tzur y'tzurim,Legends,74
אגדה,אגדות,"Legend, Fairy Tail",agadah agadot,Legends,74
נסיכה,נסיכות,Princess,n'sikhah n'sikhot,Legends,74
חרב,חרבות,Sword,kherev kharavot,Legends,74
מלכה,מלכות,Queen,mal'kah m'lakhot,Legends,74
ממלכה,ממלכות,Kingdom,mam'lakhah mam'lakhot,Legends,74
קשת,קשתות,Bow,keshet k'shatot,Legends,74
קסדה,קסדות,Helmet,kas'dah k'sadot,Legends,74
מכשפה,מכשפות,Witch,m'khashefah m'khash'fot,Legends,74
חומה,חומות,Wall,khomah khomot,Legends,74
קללה,קללות,Curse,k'lalah k'lalot,Legends,74
מפלצת,מפלצות,Monster,mif'letzet mif'latzot,Legends,74
ניכנס,,(We) Will Enter,nikanes,Future Nifal,74
תיפגש,,(You/She) Will Meet,tipagesh,Future Nifal,74
תיגמר,,(You/She) Will Come To An End,tigamer,Future Nifal,74
ייפגע,,(He) Will Be Damaged,yipagea,Future Nifal,74
ישאר,,(He) Will Remain,yisha'er,Future Nifal,74
ייפרדו,,(They) Will Be Separated,yipar'du,Future Nifal,74
ליהנות,,To Enjoy,leihanot,Future Nifal,74
להישלח,,"To Be Sent, Dispatched",l'hishaleakh,Future Nifal,74
להיאבד,,"To Be Lost, Perish",l'he'aved,Future Nifal,74
להראות,,To Be Invisible,l'hera'ot,Future Nifal,74
אדוני,אדונים,Sir,adoni adonim,Formal,75
גברתי,גברות,Ma'am,g'veret g'varot,Formal,75
נא,,Please (interj),na,Formal,75
אנא,,Please (Flowery) (Interj),ana,Formal,75
אנו,,We,anu,Formal,75
אשר,,Which (Conj),asher,Formal,75
הבה,,"Let's, Let's Go!, Come! (Interj)",havah,Formal,75
עתה,,"Now, Currently",atah,Formal,75
אין,,"Is Not, No",ein,Formal,75
איני,,I Am Not,eini,Formal,75
אינך,,You Are Not (m.s),ein'kha,Formal,75
אינך,,You Are Not (f.s),einekh,Formal,75
אינו,,He Is Not,eino,Formal,75
אינה,,She Is Not,einah,Formal,75
איננו,,We Are Not,eineni,Formal,75
אינכם,,You Are Not (m.p),ein'khem,Formal,75
אינכן,,You Are Not (f.p),ein'khen,Formal,75
אינם,,They Are Not (m.p),einam,Formal,75
אינן,,They Are Not (f.p),einan,Formal,75
אינני,,I Am Not (Alt),eineni,Formal,75
איננה,,She Is Not (Alt),einena,Formal,75
מאין,,From Where?,me'ayin,Formal,75
מדוע,,Why?,madu'a,Formal,75
כיצד,,"How?, In What Manner?",keitzad,Formal,75
היכן,,Where?,heikhan,Formal,75
ולאן,,And Where?,ul'an,Formal,75
מהי,,What Is? (f),mahi,Formal,75
כסף,כספים,Money,kesef k'safim,Business,75
דולר,דולרים,Dollar,dolar dolarim,Business,75
חוב,חובות,Debt,khov khovot,Business,75
ביטוח,ביטוחים,Insurance,bituakh bitukhim,Business,75
שקל,שקלים,Shekel,shekel sh'kalim,Business,75
כרטיס,כרטיסים,Ticket; Card,kar'tis kar'tisim,Business,75
עסק,עסקים,Business,esek asakim,Business,75
כרטיס אשראי,כרטיסי אשראי,Credit Card,kartis ash'rai kar'tisei ash'rai,Business,75
זהב,,Gold,zahav,Business,75
מחיר,מחירים,Price,m'khir m'khirim,Business,75
מותג,מותגים,Brand,mutag mutagim,Business,75
חוזה,חוזים,Contract,khozeh khozim,Business,75
אירו,,Euro,eiro,Business,75
תקציב,תקציבים,Budget,tak'tziv tak'tzivim,Business,75
עודף,עודפים,Change,odef odafim,Business,75
מטבע,מטבעות,"Currency, Coin",mat'bea mat'b'ot,Business,75
קידום,קידומי,Promotion,kidum kidumi,Business,75
ארגון,אירגונים,"Organization, Entity",ir'gun ir'gunim,Business,75
שטר,שטרות,"Bill, Note, Deed",sh'tar sh'tarot,Business,75
ריאיון,ראיונות,Interview,re'ayon ra'ayonot,Business,75
מנהל,מנהלים,Manager,m'nahel m'nahelim,Business,76
פרסום,פירסומים,Advertisement,pir'sum pir'sumim,Business,76
שווי,,"Value, Worth",shovi,Business,76
מסחר,,"Commerce, Trade",mis'khar,Business,76
מוצר,מוצרים,Product,mutzar mutzarim,Business,76
סוכן,סוכנים,Agent,sokhen sokh'nim,Business,76
שער,שערים,(Exchange) Rate,sha'ar sh'arim,Business,76
סיכון,סיכונים,"Risk, Danger",sikun sikunim,Business,76
השקעה,השקעות,Investment,hish'ka'ah hish'ka'ot,Business,76
אגורה,אגורות,Agora,agorah agorot,Business,76
עסקה,עסקאות,"Transaction, Deal",is'kah is'ka'ot,Business,76
עלות,עלויות,"Cost, Expense",alut aluyot,Business,76
פגישה,פגישות,Meeting,p'gishah p'gishot,Business,76
חברה,חברות,Company,khev'rah khavarot,Business,76
משכורת,משכורות,"Salary, Wages",mas'koret mas'korot,Business,76
תעשייה,תּעשיות,Industry,ta'asiyah ta'asiyot,Business,76
פרסומת,פרסומות,Commercial,pir'somet pir'somot,Business,76
בורסה,בורסות,Stock Market,bur'sah bur'sot,Business,76
מזומן,,Cash (m.s),m'zuman,Business,76
לעלות,,"To Go Up, Rise, Ascend (Qal)",la'alot,Business,76
נגה,נגהים,Venus,nogah n'hagim,Space,76
מאדים,,Mars,ma'dim,Space,76
צדק,,Jupiter,tzedek,Space,76
שבתאי,,Saturn,shab'tai,Space,76
החלל החיצון,,Outer Space,hekhalal hakhitzon,Space,76
שיגור,שיגורים,Launch,shigur shigurim,Space,76
אסטרונאוט,אסטרונאוטית,Astronaut,as't'rona'ut as't'rona'utim,Space,76
לוויין,לוויינים,Satellite,lav'yan lav'yanim,Space,76
מסלול,מסלולים,Orbit,mas'lul mas'lulim,Space,76
מטאור,מטאורים,Meteor,mete'or mete'orim,Space,76
מכתש,מכתשים,Crater,makh'tesh makh't'shim,Space,76
שביל-החלב,,(The) Milky Way,sh'vil hakhalav,Space,76
חור שחור,חורים שחורים,Black Hole,khor shekhor khorim shekhorim,Space,76
ליקוי,ליקויים,Eclipse,likuy likuyim,Space,76
שמש,שמשות,Sun,shemesh sh'mashot,Space,76
מערכת-שמש,מערכות-שמש,Solar System ma'arekhet,shemesh ma'arkhot shemesh,Space,76
גשושית,גשושים,Probe,gashoshit gishushim,Space,76
חללית,חלליות,Spaceship,khalalit khaliyot,Space,76
מעבורת,מעבורות,Shuttle,ma'boret ma'aborot,Space,76
גלקסיה,גלקסיות,Galaxy,galak's'yah galak's'yot,Space,76
פסח,פסחים,Passover,pesakh p'sakhim,Festivals,76
ליל-הסדר,,Seder Night,leiyl haseder,Festivals,76
שבועות,,Shavuot (Pl.),shavu'ot,Festivals,76
חג,חגים,Holiday,khag khagim,Festivals,76
יום כיפור,,Yom Kippur,yom kippur,Festivals,76
ראש השנה,,Rosh Ha'shana,ro'sh hashanah,Festivals,76
תשעה באב,,Tisha Be'av,tish'ah b'av,Festivals,76
ימים נוראים,,High Holidays,yamim nora'im,Festivals,77
צום,צומות,Fast,tzom tzomot,Festivals,77
סביבון,,Sevivon,s'vivon,Festivals,77
פורים,,Purim,purim,Festivals,77
חנוכייה,,Chanukiya,khanukiyah,Festivals,77
"ט""ו בשבט",,Tu Bi'shvat,tu bi'shvat,Festivals,77
יציאת מצרים,,Exodus,y'tzi'at mitz'rayim,Festivals,77
מצה,מצות,Matzah,matzah matzot,Festivals,77
סוכה,סוכות,Sukkah,sukah sukot,Festivals,77
שמחת תורה,,Simchat Torah,sim'khat torah,Festivals,77
אוזן המן,,Ozen Haman,ozen haman,Festivals,77
חנוכה,,Chanukah,khanukhah,Festivals,77
משלוח מנות,,Mishloach Manot,mish'loakh manot,Festivals,77
סופגניה,,Sufganiya (Pl.),suf'ganiyah,Festivals,77
לחגוג,,To Celebrate (Qal),lakh'gog,Festivals,77
עולה חדש,,Oleh Chadash,oleh khadash,Israel,77
צבר,צברים,Tzabar (Cactus),tzabar tzabarim,Israel,77
קיבוץ,קיבוצים,Kibbutz,kibutz kibutzim,Israel,77
אולפן,אולפנים,Ulpan,ul'pan ulpanim,Israel,77
על האש,,Al-Ha'esh,al ha-esh,Israel,77
פלאפל,פלאפלים,Falafel,fala'fel fala'felim,Israel,77
